,user_id_hashed,#business,#sports,#fun_facts,#international,#animals,#national,#health_n_fitness,#entertainment,#fashion,#automotive,#food,#technology,#travel,#games,#music,n/a
0,niYOpm83ijrk2sruQakSM35OR9m/D3sOb/yTXA==,"[0, 0]","[1.0, 1734.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 15591.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 51503.0]","[0, 0]","[0, 0]","[2.0, 52498.0]"
1,ESl7EqKqJ5M29llVl2ZkUBtqmn3R1FvMvloy2A==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 551.0]","[1.0, 1497.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 4684.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
2,9+5YsPhHU5B0+tIKMMWgHnFGt0rvUeTNHZ9zRg==,"[5.0, 28992.5]","[30.0, 210399.0]","[1.0, 4335.0]","[10.0, 58307.5]","[0, 0]","[28.5, 84461.5]","[1.0, 1685.0]","[29.0, 592785.0]","[2.0, 11274.0]","[4.0, 65290.0]","[0, 0]","[9.5, 24608.5]","[3.0, 23984.0]","[0, 0]","[6.0, 17806.0]","[6.0, 17507.0]"
3,FJsZ9Ijulb/HEYMYMyBeAc+9huWHSUYTxPTO/w==,"[1.0, 329.0]","[10.0, 4988.0]","[1.0, 208.0]","[0, 0]","[0, 0]","[2.0, 1589.0]","[0, 0]","[6.0, 3066.0]","[0, 0]","[1.0, 514.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5.0, 2492.0]"
4,az4p03x5KjuSpObDhjeN98vC4GL0SsRZHHtSHw==,"[0, 0]","[1.0, 22634.0]","[0, 0]","[1.0, 33475.0]","[2.0, 104336.0]","[1.0, 20245.0]","[1.0, 29263.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 11479.0]","[0, 0]","[0, 0]","[1.0, 15195.0]","[0, 0]","[2.0, 12559.0]"
5,3xwy3dfPY8D4thEOX4zyEpdxJUs/AqbylYWqKQ==,"[0, 0]","[2.0, 2478.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
6,9V9mABr7uvExo/d4USf7JqjfhJotGIHmKNHt9w==,"[0, 0]","[0, 0]","[1.0, 80118.0]","[0, 0]","[5.0, 127106.0]","[6.0, 372222.0]","[0, 0]","[32.0, 1304743.0]","[12.0, 231330.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7.0, 374249.0]"
7,a46cJrYP1nLANubq4ivOf3ixD6xjLGIPtjzPXw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1334.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1013.0]","[0, 0]","[1.0, 1001.0]","[1.0, 723.0]","[0, 0]","[2.0, 2149.0]"
8,Cg07nk0G1pfz74te+EBRGtHUv3X0Ct+LX+qQBg==,"[1.0, 1583.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 292.0]","[2.0, 1588.0]","[1.0, 870.0]","[0, 0]","[3.0, 9798.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 64215.0]"
9,pttGulLkJEul89MI2IxoajOm4hGnU7cyLYuTfw==,"[0, 0]","[0, 0]","[1.0, 1106.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 3174.0]","[0, 0]","[0, 0]"
10,hKPYzPFFS/5YVvs6ePK4nrq6RXFz0OByWbnKOQ==,"[0, 0]","[7.0, 507578.0]","[0, 0]","[0, 0]","[0, 0]","[10.0, 194811.0]","[2.0, 102609.0]","[6.0, 66010.0]","[2.0, 26962.0]","[3.0, 17613.0]","[1.0, 1820.0]","[1.0, 16386.0]","[1.0, 29770.0]","[1.0, 20251.0]","[0, 0]","[8.0, 78983.0]"
11,3GTqs54fwyb2ISXRa03Nx7cNJ70o82jn+exBnw==,"[2.0, 7170.0]","[0, 0]","[2.0, 4763.0]","[2.0, 4525.0]","[5.0, 15619.0]","[5.0, 3229.0]","[1.0, 441.0]","[0, 0]","[0, 0]","[1.0, 420.0]","[2.0, 2125.0]","[0, 0]","[1.0, 682.0]","[0, 0]","[0, 0]","[2.0, 1194.0]"
12,9XCJOuzTnoqygmH7PgfBlAdmybJjxYhSudvN+w==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 456.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 89207.0]","[0, 0]","[2.0, 91119.0]"
13,vtWdBpmTUULZSKj7Ub7yZwFphOZajDbUmcnuwQ==,"[3.0, 19108.0]","[0, 0]","[4.0, 13063.0]","[6.0, 74129.0]","[3.0, 5362.0]","[26.0, 134521.0]","[5.0, 42952.0]","[0, 0]","[0, 0]","[1.0, 1577.0]","[2.0, 2840.0]","[3.0, 121561.0]","[3.0, 4573.0]","[13.0, 32913.0]","[0, 0]","[5.0, 14559.0]"
14,awW4JCIkWMS9XUJizjXsmlTTsl0id+a+8jhf5g==,"[3.0, 178808.0]","[3.0, 68627.0]","[1.0, 39379.0]","[7.0, 107887.0]","[4.0, 79607.0]","[5.0, 75360.0]","[1.0, 281.0]","[0, 0]","[0, 0]","[2.5, 21799.5]","[8.0, 95598.0]","[2.5, 116658.5]","[2.0, 7854.0]","[1.0, 123392.0]","[2.0, 1412.0]","[3.0, 8738.0]"
15,dDzs5Y9QApFMldhlm9nn/sYzHKmkHxi754aalQ==,"[3.0, 16498.0]","[1.0, 2648.0]","[0, 0]","[1.5, 3003.0]","[0, 0]","[4.5, 25227.0]","[1.0, 1493.0]","[2.0, 9331.0]","[1.0, 3293.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 2861.0]"
16,KY4VRsP1vZjHcndigbZGJAzNwPM/VLE3I4xGKA==,"[0, 0]","[0, 0]","[2.0, 749.0]","[0, 0]","[2.0, 1284.0]","[3.0, 4836.0]","[1.0, 387.0]","[2.0, 2365.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 334.0]","[1.0, 1072.0]","[0, 0]","[0, 0]","[2.0, 687.0]"
17,11RyPAMPu6DGP3lwIJesoS1ufPoUkg1n3pT2jg==,"[10.0, 10749.0]","[61.0, 160653.0]","[9.0, 9770.0]","[15.0, 21059.0]","[27.0, 38223.0]","[33.0, 69479.0]","[13.0, 14265.0]","[46.0, 61404.0]","[13.0, 18011.0]","[19.0, 36275.0]","[21.0, 19893.0]","[9.0, 10817.0]","[15.0, 16914.0]","[23.0, 20554.0]","[0, 0]","[46.0, 61088.0]"
18,XliVbeo6ozlQnVAv2ARe5MvI/iGGusrlE8IN4w==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1375.0]","[0, 0]","[2.0, 1452.0]"
19,80b9qeYyY7l5lDs+J9hZUn+25UPAfVOjdYi79w==,"[11.5, 35345.0]","[0, 0]","[3.0, 4933.0]","[25.0, 617484.5]","[3.0, 13078.0]","[74.5, 1346496.5]","[62.5, 715350.0]","[0, 0]","[0, 0]","[4.5, 388729.0]","[8.0, 31265.0]","[3.0, 79422.0]","[14.0, 414019.0]","[20.0, 81360.0]","[0, 0]","[26.0, 630064.5]"
20,1mAloCFtfAgDUeikwXFW1hN66tPk2yKQsqad8Q==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2720.0]","[0, 0]","[2.0, 1964.0]","[1.0, 982.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 1903.0]"
21,o+sBQWmCOo6DXkh+77YfUNWxPm/juS92OZ10Wg==,"[37.0, 78556.0]","[64.0, 129227.0]","[2.0, 2199.0]","[34.0, 94994.0]","[4.0, 10426.0]","[99.0, 306901.5]","[18.5, 34488.5]","[101.0, 507808.0]","[19.0, 53122.0]","[30.5, 67077.0]","[14.0, 105597.0]","[41.0, 67384.0]","[13.0, 80249.0]","[8.0, 21131.0]","[6.0, 29148.0]","[99.0, 507073.0]"
22,RP6xUe7A6A1nGORPooOffaB2HWerCBdiNZa8xA==,"[2.0, 3077.0]","[3.0, 3507.0]","[0, 0]","[0, 0]","[1.0, 1410.0]","[10.0, 10779.0]","[0, 0]","[6.0, 4803.0]","[3.0, 5847.0]","[2.0, 2045.0]","[5.0, 4290.0]","[0, 0]","[1.0, 645.0]","[0, 0]","[0, 0]","[8.0, 9317.0]"
23,C2KoNv1yvUpc+82L5ENX9dqv4S4K9PAEIWg0AQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 46419.0]","[0, 0]","[2.0, 3058.0]","[0, 0]","[1.0, 1119403.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 102074.0]"
24,coxPbxCAwo8/5zKfZ081ZExUfZyn+5ojhTmvKA==,"[1.0, 24054.0]","[0, 0]","[0, 0]","[1.0, 53045.0]","[0, 0]","[8.0, 127643.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 819.0]","[2.0, 61213.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
25,F2HVpNX4tzTMOdj6X0PAJjDwQa49+gS2nQJQqA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 17627.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1825.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
26,tlH63zwgKVPEWZuOyUGEjHazpfQjYmAJsIINtw==,"[2.0, 1867.0]","[0, 0]","[1.0, 753.0]","[0, 0]","[0, 0]","[1.0, 8091.0]","[1.0, 2252.0]","[0, 0]","[1.0, 671.0]","[0, 0]","[0, 0]","[1.0, 1906.0]","[1.0, 770.0]","[0, 0]","[0, 0]","[2.0, 1801.0]"
27,RKQIZEa1+znXcxgJJpSaQPB3IbrbpSKZdekvxw==,"[0, 0]","[2.0, 5619.0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 9308.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 4672.0]"
28,8QEU+UMnxOgZhppInK3kN3YB1Tz4No52UsBLlA==,"[3.5, 31000.0]","[29.5, 1335958.0]","[0, 0]","[6.5, 75337.5]","[0, 0]","[37.5, 855548.5]","[1.0, 1012.0]","[19.0, 205048.5]","[0, 0]","[4.5, 68771.0]","[1.0, 3355.0]","[10.5, 82752.5]","[1.0, 349.0]","[2.0, 1717.0]","[0, 0]","[37.5, 863563.5]"
29,CuKtB8pMnwXXMG0bO8Dg+MAHFVZev+FzqTh8xA==,"[7.0, 23393.0]","[0, 0]","[1.0, 946.0]","[4.0, 8538.0]","[4.0, 111373.0]","[14.0, 25551.0]","[2.0, 52194.0]","[0, 0]","[0, 0]","[7.0, 19438.0]","[10.0, 84832.0]","[2.0, 5054.0]","[4.0, 8853.0]","[6.0, 23199.0]","[0, 0]","[13.0, 32569.0]"
30,T0yodTESduIHEm9ST5NDXeuSYmKn+cFfyroDIw==,"[6.0, 6189.0]","[45.5, 37839.0]","[3.0, 1144.0]","[4.0, 29944.0]","[10.0, 7359.0]","[28.0, 29651.0]","[2.0, 857.0]","[0, 0]","[0, 0]","[9.5, 5658.0]","[9.0, 5694.0]","[3.0, 1243.0]","[5.0, 2509.0]","[30.0, 2773549.0]","[0, 0]","[46.5, 45374.0]"
31,ieGxQq8aCk0nTOYLGlZdvjqX4n4YbADEzQTROg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 2171.0]"
32,NMQGSj3OZNdWg6+4pHZzf9LqsUrwBp8dJE61GQ==,"[0, 0]","[9.0, 3806.0]","[0, 0]","[1.0, 6199.0]","[2.0, 1790.0]","[0, 0]","[1.0, 673.0]","[4.0, 2533.0]","[1.0, 7038.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 2071.0]","[0, 0]","[5.0, 3301.0]"
33,LoplKIQD+SXzq8R1KAFj0qRq6GH2NAZvGHZCNA==,"[4.0, 1367.0]","[46.0, 39010.5]","[0, 0]","[5.0, 1699.0]","[1.0, 22828.0]","[20.5, 25573.0]","[1.0, 5924.0]","[43.5, 89092.5]","[7.0, 10258.0]","[7.0, 3503.0]","[0, 0]","[3.0, 6549.0]","[0, 0]","[0, 0]","[0, 0]","[7.0, 3794.0]"
34,EwLEyOfGx536oAPEXp6t61F1+B8s8V60i+2DNg==,"[6.0, 2516.0]","[0, 0]","[9.0, 11445.0]","[2.0, 686.0]","[8.0, 4074.0]","[10.0, 5559.0]","[3.0, 1360.0]","[0, 0]","[0, 0]","[7.0, 2269.0]","[7.0, 2671.0]","[8.0, 2570.0]","[9.0, 3822.0]","[11.0, 7377.0]","[0, 0]","[8.0, 11465.0]"
35,MEb0AJ3NB+GUtcyQm7ftbhDAQuPI1RsnJ1hf3g==,"[4.0, 134462.0]","[4.0, 45766.0]","[0, 0]","[2.0, 7735.0]","[4.0, 15342.0]","[6.0, 64642.0]","[1.0, 1824.0]","[5.0, 14739.0]","[0, 0]","[0, 0]","[5.0, 14219.0]","[0, 0]","[4.0, 12902.0]","[0, 0]","[0, 0]","[5.0, 15179.0]"
36,GISTm9lsdeuZjJGerN5NUT6cWJ3N/kvTcHZyBw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1206.0]","[2.0, 213725.0]","[0, 0]","[1.0, 1960.0]","[0, 0]","[0, 0]","[3.0, 9080.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 217829.0]"
37,pTI4MuY8TyYf1mqXmUscFm0UAuK4ArLBkDVHYQ==,"[9.5, 9401.5]","[31.5, 139510.5]","[2.0, 4754.0]","[10.5, 30709.0]","[2.0, 1426.0]","[54.5, 97471.5]","[4.0, 4670.0]","[47.0, 158484.0]","[5.5, 3794.5]","[9.5, 57173.0]","[5.0, 3248.0]","[10.0, 48795.0]","[2.0, 808.0]","[2.0, 446.0]","[1.0, 722.0]","[48.0, 158972.0]"
38,ngtAaxxVQOG2zZaUMzZWfOFC+BbaF9y2k13h2w==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 13891.0]","[1.0, 704.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 12150.0]"
39,0Iz800NPlCsLcZ6tFple2DBkJrHctULxs2FWgQ==,"[0, 0]","[0, 0]","[1.0, 1023.0]","[0, 0]","[0, 0]","[5.0, 29896.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 279945.0]","[0, 0]","[1.0, 935.0]","[2.0, 1278.0]","[0, 0]","[6.0, 30726.0]"
40,UGrSiKoHAICrJia/0/64yCKClQftXBy6cOtquQ==,"[0, 0]","[3.0, 77475.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 80824.0]","[0, 0]","[2.0, 9388.0]","[0, 0]","[2.0, 3763.0]","[0, 0]","[0, 0]","[2.0, 85538.0]"
41,MOSPxSYgRgwUBRNVxNxVKVXzntDQ9QeSDjHzcw==,"[8.0, 16510.0]","[31.5, 121102.5]","[3.0, 3424.0]","[16.5, 63085.0]","[2.0, 572.0]","[16.0, 63249.5]","[8.0, 12278.0]","[39.5, 91595.5]","[9.0, 16499.0]","[5.0, 31695.0]","[1.0, 493.0]","[3.5, 16266.5]","[6.0, 4527.0]","[0, 0]","[5.0, 7524.0]","[31.5, 96810.5]"
42,arKzThUzk0ERk3PpGu/bSh+R5nGNtI+rxjxIaA==,"[0, 0]","[2.0, 5207.0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 7410.0]","[0, 0]","[0, 0]","[1.0, 19089.0]","[0, 0]","[1.0, 1581.0]","[0, 0]","[1.0, 1054.0]","[0, 0]","[0, 0]","[0, 0]"
43,1QfqWl4ipLn4KNQ6UjGv84MHWzOTRuZ6S6GEhA==,"[18.0, 643837.5]","[4.0, 119690.0]","[2.0, 43070.0]","[12.0, 462687.0]","[17.0, 798317.0]","[65.0, 30170259.0]","[55.5, 2711583.5]","[5.0, 284616.0]","[2.0, 125091.0]","[7.5, 241228.5]","[20.0, 790282.0]","[10.0, 491845.5]","[19.0, 606647.0]","[16.0, 464754.0]","[0, 0]","[54.5, 2684639.5]"
44,FtbMop41jLbbnHwgN4LB6yJgyIJ8RDpToDtMwA==,"[5.0, 4719.0]","[19.0, 34581.0]","[2.0, 1658.0]","[0, 0]","[0, 0]","[8.0, 11320.0]","[0, 0]","[11.0, 14123.0]","[2.0, 1026.0]","[6.0, 15777.0]","[0, 0]","[1.0, 481.0]","[0, 0]","[6.0, 2053.0]","[0, 0]","[18.0, 34160.0]"
45,i4VB6Vx6s/zdEFMLx0l2kxjGDdpZFMnoeIIbeA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2134.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
46,JISpvVyUI41VVbDcSlyuElQqo39YDodpShW2rA==,"[15.0, 105028.0]","[0, 0]","[1.0, 3878.0]","[19.0, 540492.0]","[37.0, 854576.0]","[54.0, 2240253.0]","[13.0, 337184.0]","[0, 0]","[60.0, 1266981.0]","[10.0, 368860.0]","[22.0, 1062552.0]","[10.0, 275661.0]","[8.0, 63339.0]","[19.0, 318380.0]","[0, 0]","[61.0, 1267426.0]"
47,PFcSP1PnnzU51JWz1q5DBWRGjHBl7+HsmcZVOg==,"[6.0, 9992.0]","[5.0, 5674.0]","[0, 0]","[4.0, 3175.0]","[4.0, 4915.0]","[7.0, 6273.0]","[3.0, 9905.0]","[4.0, 21335.0]","[2.0, 1913.0]","[2.0, 2502.0]","[4.0, 28441.0]","[3.0, 23818.0]","[5.0, 4562.0]","[0, 0]","[0, 0]","[7.0, 11367.0]"
48,El4wA95Y0hCknSMh9tHRghN7I3WWFZ6XKDunNg==,"[0, 0]","[1.0, 872.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 1082.0]"
49,uGbLPIQn1MaUf6QcAnfJx8cyEcrx5thPp1KiaQ==,"[4.5, 194211.5]","[0, 0]","[0, 0]","[6.5, 150426.5]","[1.0, 128994.0]","[41.5, 1521216.5]","[1.0, 43399.0]","[0, 0]","[10.0, 349493.0]","[6.0, 57407.0]","[1.0, 39065.0]","[5.0, 86969.0]","[0, 0]","[5.0, 462108.0]","[2.0, 80109.0]","[6.0, 2063752.0]"
50,/rJ72yLy/LCiKot86XNHArEjpWQgLDLHXkjOew==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 6318.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
51,XgSc5WZM6e2PflHI4lWaYKXjREnC4TepzjUF0Q==,"[1.0, 8576.0]","[7.0, 12755.0]","[1.0, 1962.0]","[0, 0]","[0, 0]","[4.0, 10698.0]","[0, 0]","[3.0, 8049.0]","[0, 0]","[0, 0]","[2.0, 1720.0]","[2.0, 19547.0]","[2.0, 3252.0]","[5.0, 21160.0]","[0, 0]","[5.0, 21292.0]"
52,naFDQ+DU2j5kCGHGw138Ac8+9HlN6TZqmtBz4A==,"[0, 0]","[2.0, 36224.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 6533.0]","[0, 0]","[0, 0]","[1.0, 18201.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
53,4pSBhQeGBkShv4pUfqRp/6nohli9lxXCUUSY8A==,"[1.0, 4433.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
54,iHDhTt/f1x8t2Dq+xjXMZ1Y3rXp8uLmlCTsAhA==,"[54.5, 71970.5]","[114.0, 163820.0]","[21.0, 30609.0]","[34.0, 76517.0]","[46.0, 98266.0]","[108.5, 209997.5]","[23.0, 38522.0]","[94.0, 174837.0]","[39.0, 85704.0]","[48.0, 83648.0]","[51.0, 62502.0]","[31.0, 37063.0]","[42.0, 62351.0]","[62.0, 67484.0]","[0, 0]","[35.0, 83420.0]"
55,1XDfyMiBGlVKKI7Au+ZOIV15TGGRvkHfXVSDkA==,"[0, 0]","[0, 0]","[1.0, 36604.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
56,ub+8DpP9mpsBJTlgDx8cU4V9CPe29he+A17x2Q==,"[0.5, 239.0]","[0, 0]","[0, 0]","[1.0, 11302.0]","[3.0, 1138.0]","[10.5, 116813.0]","[11.0, 5074.0]","[7.0, 40380.0]","[0, 0]","[1.0, 677.0]","[1.0, 363.0]","[0, 0]","[3.0, 1504.0]","[3.0, 4929.0]","[1.0, 448.0]","[4.0, 1773.0]"
57,VXnIv/DWOkIMwQkxUSQYeJ8xXst5gHAopudfuQ==,"[16.0, 9454.0]","[20.0, 12332.0]","[5.0, 2212.0]","[7.0, 4234.0]","[12.0, 67591.0]","[19.0, 24880.0]","[5.0, 2099.0]","[11.0, 8078.0]","[12.0, 6907.0]","[11.0, 141908.0]","[13.0, 62381.0]","[9.0, 4437.0]","[14.0, 9871.0]","[19.0, 14270.0]","[0, 0]","[8.0, 4629.0]"
58,LNSxOwH3cinRvGyTkgVnhkkvouPcWrRSESgnYg==,"[71.0, 1163024.5]","[211.0, 5131673.5]","[8.0, 94941.0]","[47.5, 788006.5]","[35.0, 1277592.0]","[168.5, 4540556.0]","[115.5, 4182319.0]","[298.5, 6947729.0]","[0, 0]","[56.0, 1302789.5]","[30.0, 1103124.0]","[64.0, 944319.0]","[21.0, 239928.0]","[72.0, 2735327.0]","[0, 0]","[298.5, 6954794.0]"
59,1acCrg8fxYmoEqTk98g1mhrL8lkdR9xhNU4P2g==,"[1.0, 30038.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
60,9NpUptc5rCXWjMV3rJdK+fbxV2kyVjwi+IFXFQ==,"[2.0, 2774.0]","[1.0, 4612.0]","[0, 0]","[2.0, 11297.0]","[1.0, 1084.0]","[6.0, 6300.0]","[0, 0]","[3.0, 4993.0]","[2.0, 2350.0]","[0, 0]","[3.0, 9044.0]","[0, 0]","[2.0, 2377.0]","[3.0, 3173.0]","[0, 0]","[6.0, 6280.0]"
61,wqOkn2UFzMPlx8/feleDvZW4Ktt4uS/Vd1YbgA==,"[5.0, 2380.0]","[28.5, 12665.0]","[0, 0]","[1.5, 720.0]","[0, 0]","[5.0, 9810.0]","[16.0, 11874.0]","[0, 0]","[9.0, 4721.0]","[10.0, 10337.0]","[1.0, 474.0]","[2.0, 664.0]","[2.0, 1392.0]","[5.0, 20814.0]","[0, 0]","[5.0, 9453.0]"
62,89PP0tq2P+dbuEXjmHei1oyL7kytEpfZw/xZ2Q==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 31448.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
63,lK2kh9Bvg1TXur2yFH+BECkaCU1z95tM8FJYhA==,"[15.0, 47012.5]","[94.5, 446644.5]","[42.0, 52751.0]","[11.0, 17724.5]","[16.0, 15755.0]","[38.0, 80735.5]","[9.0, 71744.0]","[141.0, 1068741.5]","[0, 0]","[22.5, 20987.5]","[9.0, 9730.0]","[28.0, 42082.0]","[12.0, 19598.0]","[28.0, 58367.0]","[0, 0]","[77.0, 416775.5]"
64,F2Zs9GS4RrN7x+t6m5zsl+4Gtoj91C07sZbGig==,"[0, 0]","[3.0, 2935.0]","[0, 0]","[1.0, 484.0]","[0, 0]","[3.0, 1599.0]","[0, 0]","[1.0, 376.0]","[0, 0]","[3.0, 654.0]","[0, 0]","[1.0, 345.0]","[0, 0]","[6.0, 1683.0]","[0, 0]","[6.0, 1857.0]"
65,z39n5eMobl2+6WNWFl5Q68uJ9KnqnpuXaVa0dg==,"[0, 0]","[0, 0]","[1.0, 8475.0]","[0, 0]","[0, 0]","[3.0, 56542.0]","[2.0, 81457.0]","[0, 0]","[0, 0]","[1.0, 34079.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
66,tVTibjBLUNiKQO8rZBbKqo9lbXry2FLCKL3g0A==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 2420.0]","[0, 0]","[0, 0]","[1.0, 2009.0]","[0, 0]","[0, 0]","[1.0, 1581.0]","[0, 0]","[1.0, 943.0]","[0, 0]","[0, 0]","[2.0, 3592.0]"
67,RjTh8mSU08E8ULcFqZjbGJm6jqtpbvYgQMUpzA==,"[0, 0]","[0, 0]","[1.0, 1237.0]","[1.0, 895.0]","[0, 0]","[1.0, 913.0]","[1.0, 1438.0]","[1.0, 1078.0]","[0, 0]","[1.0, 857.0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 1982.0]","[0, 0]","[2.0, 2434.0]"
68,nbrp1r1fEXkhP3y5w3qJA6ZtgBXaUJnzhISRiw==,"[6.0, 4073.0]","[12.0, 42310.0]","[1.0, 756.0]","[0, 0]","[1.0, 736.0]","[8.0, 366881.0]","[1.0, 646.0]","[10.0, 47783.0]","[2.0, 1569.0]","[0, 0]","[6.0, 4639.0]","[1.0, 738.0]","[6.0, 4659.0]","[7.0, 5076.0]","[0, 0]","[10.0, 8139.0]"
69,CCUo3r5q1qrMS1hm2MQAE0emjg4SZz+d0TfaUg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 850.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1112.0]","[0, 0]","[0, 0]"
70,K8fdjTl8lPGrAPCcropwczh6uqydJeVE/WSQoA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 279044.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 11165.0]","[0, 0]","[0, 0]","[0, 0]"
71,+HXljpfZytXBWb3E/r0Sj9l46gfGjNl8wU1VbA==,"[3.0, 25167.0]","[0, 0]","[2.0, 8104.0]","[1.0, 19744.0]","[3.0, 20546.0]","[4.0, 25719.0]","[2.0, 3664.0]","[0, 0]","[0, 0]","[0, 0]","[8.0, 74388.0]","[0, 0]","[2.0, 56615.0]","[2.0, 57622.0]","[0, 0]","[3.0, 27204.0]"
