,user_id_hashed,#business,#sports,#fun_facts,#international,#animals,#national,#health_n_fitness,#entertainment,#fashion,#automotive,#food,#technology,#travel,#games,#music,n/a
4452,mqAa2J0Lduvg5j7LOrCPo89Alwr1iOWDpPSOhg==,"[0, 0]","[0, 0]","[1.0, 975.0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 3490.0]","[2.0, 2184.0]","[0, 0]","[0, 0]","[2.0, 1000.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 3726.0]"
4453,dLrK/CRjBH7WUQibsQRs/ityWFWTbWwZ70IGvQ==,"[0, 0]","[6.0, 24603.0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 2244.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2633.0]","[0, 0]","[6, 16957.0]"
4454,QL9q+g0mtv9pnvWt5iwM1t3iNC79wBDhQUDW8w==,"[0, 0]","[2.0, 11248.0]","[0, 0]","[0, 0]","[0, 0]","[5.0, 141057.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 7229.0]"
4455,jfBpOXPlv3Lm7QFHSzMAmF7C/75Hf+mePNsYNw==,"[21.0, 97013.0]","[85.0, 69916.0]","[11.0, 5968.0]","[23.0, 13055.0]","[20.0, 12750.0]","[64.0, 41216.0]","[18.0, 16358.0]","[67.0, 113621.0]","[28.0, 63765.0]","[34.0, 26876.0]","[19.0, 10445.0]","[11.0, 13573.0]","[9.0, 5995.0]","[56.0, 1663129.0]","[0, 0]","[52, 59091.0]"
4456,6+O3dtChqCqVR+KN6wi3S4DTEn4QrluQb8ngUw==,"[0, 0]","[0, 0]","[0, 0]","[1.0, 159.0]","[0, 0]","[6.0, 152887.0]","[1.0, 81239.0]","[0, 0]","[0, 0]","[1.0, 5290.0]","[2.0, 259302.0]","[0, 0]","[0, 0]","[1.0, 6579.0]","[0, 0]","[7, 509121.0]"
4457,Jv0PaM+LxL74XdKK+cWZRD0phX/LEfPBSqL4ew==,"[0, 0]","[2.0, 1298.0]","[0, 0]","[0, 0]","[2.0, 6409.0]","[1.0, 759.0]","[1.0, 1073.0]","[1.0, 712.0]","[5.0, 4862.0]","[0, 0]","[2.0, 4586.0]","[2.0, 1165.0]","[2.0, 22282.0]","[0, 0]","[0, 0]","[1, 457.0]"
4458,+BtBzLV2pKNeGOt/H1iW63p2KADsugUlBkdsNQ==,"[3.0, 36103.0]","[0, 0]","[2.0, 56455.0]","[0, 0]","[1.0, 22246.0]","[9.0, 129319.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 37105.0]","[5.0, 41816.0]","[1.0, 16200.0]","[0, 0]","[2.0, 24022.0]","[0, 0]","[13, 204669.0]"
4459,Pd91559yg3zFeUVIsNCCr9Rv11hM4hfqbAB1jQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 9636.0]","[0, 0]","[2.0, 2098.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
4460,FJ4RrBqQNeanvcxCcgnkn+Th8ConZyVw16xBKA==,"[1.0, 1256.0]","[4.0, 5581.0]","[3.0, 7113.0]","[2.0, 1606.0]","[1.0, 954.0]","[22.0, 50153.0]","[4.0, 12042.0]","[15.0, 18708.0]","[0, 0]","[0, 0]","[2.0, 5143.0]","[4.0, 19624.0]","[4.0, 7799.0]","[2.0, 6795.0]","[4.0, 9000.0]","[4, 9336.0]"
4461,oCWOsJ97c0gOCdUSe9VV39P4Bc3WLIVINHf9MQ==,"[17.0, 104499.0]","[5.0, 36588.0]","[1.0, 20303.0]","[21.0, 107705.5]","[7.0, 40641.0]","[27.0, 85384.0]","[5.0, 35483.0]","[3.0, 8284.0]","[8.0, 14376.0]","[16.5, 189163.5]","[5.0, 19393.0]","[11.5, 32184.0]","[7.0, 14377.0]","[21.0, 17240.0]","[5.0, 7533.0]","[19, 96992.0]"
4462,576poGPKfBOARp6cLUzrgT9YXmgB93A9XjMvLQ==,"[0, 0]","[12.0, 9571.0]","[0, 0]","[0, 0]","[3.0, 116502.0]","[2.0, 3369.0]","[2.0, 1678.0]","[6.0, 11554.0]","[1.0, 868.0]","[0, 0]","[4.0, 3909.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 6541.0]"
4463,DSs9J4avy131lm5u0vMwplmJPrEnPYSCRa8zYw==,"[0, 0]","[5.0, 31953.0]","[1.0, 881.0]","[1.0, 1687.0]","[3.0, 3669.0]","[7.0, 10343.0]","[1.0, 1694.0]","[3.0, 3544.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 875.0]","[3.0, 2789.0]","[0, 0]","[7, 22150.0]"
4464,g/x4oqrRtT6+oC0IuSElHMcmkT87nBwRBNZy/A==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 970.0]","[1.0, 2927.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 7171.0]"
4465,hVmrgHREAUwLeAY5cc/aCExbCBK0Y9hbuI0Btg==,"[33.0, 31764.0]","[3.5, 17144.5]","[84.5, 136544.5]","[23.0, 12665.0]","[36.0, 37335.0]","[75.0, 148097.5]","[16.5, 9038.5]","[293.0, 528663.5]","[2.0, 923.0]","[37.0, 29120.0]","[64.0, 66251.0]","[13.5, 14470.5]","[33.0, 17596.0]","[124.0, 5372605.0]","[60.0, 36863.0]","[76, 91760.0]"
4466,VVPlPpN6zkLfk8Zj1oHKjzPRh5vCTHkOdqNlOg==,"[6.0, 4803.0]","[9.0, 16457.0]","[1.0, 658.0]","[3.0, 3893.0]","[6.0, 6435.0]","[11.0, 26290.0]","[1.0, 1795.0]","[9.0, 25349.0]","[1.0, 1254.0]","[1.0, 1105.0]","[6.0, 5504.0]","[2.0, 1612.0]","[4.0, 5798.0]","[6.0, 12994.0]","[0, 0]","[7, 277245.0]"
4467,rHK/vJt4gspeh9V24Onbg5YZLuHvAyEksXqrzQ==,"[1.0, 474.0]","[18.0, 21685.0]","[0, 0]","[3.0, 2688.0]","[2.0, 736.0]","[45.0, 133884.0]","[6.0, 19680.0]","[0, 0]","[0, 0]","[1.0, 1411.0]","[9.0, 6708.0]","[2.0, 1359.0]","[0, 0]","[0, 0]","[4.0, 2658.0]","[20, 33727.0]"
4468,LeGMHuupW3gfh7cohwngv1C0jwCNpQxXiZfGHw==,"[3.0, 4457.0]","[7.0, 10632.0]","[1.0, 2827.0]","[0, 0]","[0, 0]","[4.0, 5243.0]","[0, 0]","[1.0, 1922.0]","[1.0, 1320.0]","[2.0, 1571.0]","[0, 0]","[1.0, 739.0]","[0, 0]","[7.0, 70685.0]","[0, 0]","[3, 9773.0]"
4469,uqIys5CWH7i3Gib3J6mgGLgd8sImiVhlaqnUng==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 828.0]","[1.0, 1063.0]","[0, 0]","[2.0, 2618.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2726.0]","[0, 0]","[1, 510952.0]"
4470,wAbBbLsl4ZV7GH3eDdcjooy0QpJVuVzqPYgUVw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1396.0]","[0, 0]","[0, 0]"
4471,twhp8/zbvV0zLYM+8SgHSJNn03BMpqnN3Q6AOA==,"[1.0, 39455.0]","[12.0, 87887.0]","[2.0, 1406.0]","[0, 0]","[6.0, 112932.0]","[5.0, 9804.0]","[3.0, 7046.0]","[5.0, 65015.0]","[1.0, 8430.0]","[0, 0]","[3.0, 1490.0]","[1.0, 964.0]","[2.0, 1247.0]","[7.0, 16187.0]","[0, 0]","[5, 18722.0]"
4472,ELXfsIZPRCH/zmSqx5OaAEcrzbeyf3Yv4pAHfQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 3571.0]"
4473,cKho6YKc3mE/vE2Cv50rjCzv7dSvu82OEB3tBA==,"[1.0, 1157.0]","[1.0, 24742.0]","[0, 0]","[0, 0]","[0, 0]","[5.0, 41556.0]","[0, 0]","[1.0, 17977.0]","[0, 0]","[1.0, 74680.0]","[1.0, 35453.0]","[1.0, 884.0]","[0, 0]","[0, 0]","[0, 0]","[3, 3264.0]"
4474,/gAvzpgDZ46sViV/48/Zlc5PN5Ot67xcCqUOMg==,"[40.5, 39687.5]","[91.5, 673703.0]","[13.0, 45920.0]","[37.5, 47031.0]","[17.0, 14099.0]","[130.5, 795157.5]","[66.0, 56979.0]","[113.5, 258043.5]","[74.5, 152904.0]","[26.5, 14662.0]","[13.0, 23737.0]","[20.5, 18475.5]","[19.0, 39084.0]","[35.0, 4700411.0]","[14.0, 67985.0]","[71, 106906.0]"
4475,2xk8+KfNI/jYzzoXgGEpnNgLsbMP6LAaS+GjPA==,"[1.0, 2504.0]","[0, 0]","[0, 0]","[1.0, 836.0]","[1.0, 923.0]","[6.0, 9381.0]","[1.0, 411108.0]","[2.0, 2981.0]","[2.0, 1245.0]","[2.0, 1607.0]","[1.0, 6621.0]","[0, 0]","[2.0, 3050.0]","[1.0, 1658.0]","[0, 0]","[5, 5122.0]"
4476,pLkNAo4RCCI8kJNJ7vQYqL2EJGrZOpymK4eTLw==,"[12.0, 21630.0]","[20.0, 22134.0]","[4.0, 2852.0]","[6.0, 26504.0]","[9.0, 53261.0]","[23.0, 41843.0]","[6.0, 8458.0]","[12.0, 25776.0]","[13.0, 26363.0]","[4.0, 4559.0]","[8.0, 6858.0]","[11.0, 12139.0]","[11.0, 13687.0]","[11.0, 11663.0]","[0, 0]","[13, 13786.0]"
4477,jwrzACaIXiFCV0q+fX27vk9WrnmX8fjoPZiVjg==,"[0, 0]","[3.0, 3019.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 4966.0]","[0, 0]","[3, 3546.0]"
4478,q8YzMbRWBW/PSJFj04a++7T9qm1D8KTgc0M3vg==,"[6.0, 101965.0]","[12.0, 180208.0]","[2.0, 8577.0]","[5.0, 61654.0]","[2.0, 64973.0]","[19.0, 361367.0]","[3.0, 149058.0]","[5.0, 61099.0]","[5.0, 26141.0]","[5.0, 101791.0]","[2.0, 93141.0]","[3.0, 96613.0]","[4.0, 49555.0]","[6.0, 34949.0]","[0, 0]","[16, 231246.0]"
4479,BEr9f7nKBjHmQ7juzKzuAFVhqJsyD7oIQRg83A==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 3021.0]","[1.0, 2504.0]","[0, 0]","[0, 0]","[1.0, 1236.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
4480,UPB1l46Of696gQo2JeLxuCinDTVJFZmnZkh6nQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 16602.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 5215.0]","[0, 0]","[0, 0]","[0, 0]"
4481,BW4DR2OM2mophaxMicRNu7xiqm0vwbwhN9dM1w==,"[6.0, 4103.0]","[9.0, 14354.0]","[2.0, 3000.0]","[6.0, 9340.0]","[0, 0]","[15.0, 24348.0]","[4.0, 51223.0]","[16.0, 74383.0]","[6.0, 20208.0]","[6.0, 21504.0]","[0, 0]","[3.0, 8438.0]","[0, 0]","[5.0, 4062.0]","[0, 0]","[13, 35840.0]"
4482,QEkOGUqK0fyB6cXo1grdbOVe0qngnPsVoMYjqg==,"[2.5, 49318.0]","[2.0, 23222.0]","[0, 0]","[1.5, 50900.0]","[0, 0]","[16.0, 476669.0]","[0, 0]","[9.0, 920941.0]","[0, 0]","[0, 0]","[2.0, 77450.0]","[4.0, 38535.0]","[1.0, 14161.0]","[0, 0]","[0, 0]","[9, 93793.0]"
4483,ZW6KAoxoI7t5ppwpVCFyyy9uhJCv6gDXjr5dFA==,"[1.0, 1134.0]","[0, 0]","[1.0, 798.0]","[0, 0]","[1.0, 827.0]","[4.0, 5837.0]","[0, 0]","[2.0, 2170.0]","[0, 0]","[0, 0]","[1.0, 1788.0]","[0, 0]","[2.0, 2021.0]","[0, 0]","[0, 0]","[1, 1107.0]"
4484,W1YHit0GPmN/KmAY9YDimHn3JVELJ3TsgvTK5g==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2845.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1689.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
4485,lstlb4OZszm0/RfgXN45W+z7EQ7P5SyR/HwrZg==,"[4.5, 615023.5]","[23.0, 1469704.0]","[0, 0]","[5.5, 341139.5]","[5.0, 277911.0]","[51.0, 3806826.0]","[1.0, 69022.0]","[0, 0]","[0, 0]","[1.0, 52298.0]","[4.0, 184771.0]","[6.0, 364592.0]","[1.0, 52395.0]","[5.0, 179057.0]","[0, 0]","[16, 733521.0]"
4486,x9V+PVH/aMMKX92K3NKheMoLS4t8PKFyAtwpog==,"[0, 0]","[1.0, 48754.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 93.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1733.0]","[0, 0]","[0, 0]"
4487,c8vSu/8L90PCppDtowRKySxCBrVSSGFtvGJlWQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[7.0, 3617.0]","[0, 0]","[2.0, 1183.0]","[0, 0]","[1.0, 3701.0]","[0, 0]","[1.0, 558.0]","[0, 0]","[0, 0]","[0, 0]","[3, 1683.0]"
4488,NOs18P+ex1lE9TxCU2uhhrlrcrV8EPL3ySDD/A==,"[0, 0]","[0, 0]","[2.0, 117257.0]","[1.0, 103514.0]","[2.0, 16815.0]","[3.0, 90024.0]","[1.0, 11470.0]","[3.0, 81989.0]","[1.0, 6554.0]","[2.0, 1938.0]","[0, 0]","[0, 0]","[1.0, 2859.0]","[0, 0]","[0, 0]","[5, 110153.0]"
4489,HwLYGu5dPgnFvZ0IFa/9yYNai8p+3UVDHsyGoA==,"[1.0, 5613.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5.0, 185630.0]","[1.0, 670213.0]","[2.0, 9755.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 28535.0]"
4490,zQV8QtnkSWEPpfilqIHOqKhghEMZCwiUXlNOsw==,"[5.0, 8842.0]","[0, 0]","[3.0, 2647.0]","[5.0, 4210.0]","[11.0, 31243.0]","[11.0, 23727.0]","[43.0, 54193.0]","[0, 0]","[0, 0]","[4.0, 2760.0]","[11.0, 54908.0]","[2.0, 1276.0]","[4.0, 5556.0]","[10.0, 7708.0]","[8.0, 11666.0]","[9, 31406.0]"
4491,Z9b5CvEv3jiuI0vXjS+CYpyShA/rvkdZP9SBuA==,"[9.0, 13008.0]","[22.0, 52967.0]","[3.0, 7061.0]","[1.0, 939.0]","[0, 0]","[11.0, 14381.0]","[0, 0]","[13.0, 60563.0]","[3.0, 8149.0]","[7.0, 5008.0]","[0, 0]","[2.0, 5486.0]","[0, 0]","[5.0, 7142.0]","[0, 0]","[7, 13232.0]"
4492,EbxVqAe/HgcboYlCH0QJ+W4x0zMYjfJQgyZYNA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 5316.0]","[0, 0]","[1, 21333.0]"
4493,QWF4m7uGMNjb7RmV8BwSwWKPgc9i7KJuAP8HXQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 94060.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 112171.0]","[0, 0]","[1.0, 8151.0]","[2.0, 118077.0]","[1.0, 15061.0]","[3, 131505.0]"
4494,kXpSjM99UgiNuBHyxKLt+6qJkWbT2RtB3n2dvw==,"[3.5, 32307.5]","[0, 0]","[0, 0]","[1.5, 1237.0]","[1.0, 639.0]","[6.5, 32029.0]","[0, 0]","[0, 0]","[0, 0]","[2.5, 3688.5]","[1.0, 5715.0]","[1.0, 500.0]","[1.0, 1708.0]","[0, 0]","[0, 0]","[4, 3775.0]"
4495,RbX+zuwOzti6M1cAlGnLteNFolMdfpNqa+1eTg==,"[0, 0]","[1.0, 1232.0]","[0, 0]","[0, 0]","[1.0, 953.0]","[1.0, 967.0]","[0, 0]","[1.0, 1500.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
4496,MhzsRoiKzw4K3CnqHib9O4jsxrqewoTENsP4FQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[6.0, 48676.0]","[0, 0]","[1.0, 24970.0]","[1.0, 81938.0]","[0, 0]","[0, 0]","[1.0, 3923.0]","[0, 0]","[4, 48991.0]"
4497,DRKSLNSi+0H+Z9h7dUaVYW7K2XVfxBK3/QrmFQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 8366.0]"
4498,wzAN7oq9IMb5h2oZrK3DVMo9+PMkHgV7ovFWRg==,"[0, 0]","[0, 0]","[1.0, 2705.0]","[1.0, 15926.0]","[0, 0]","[5.0, 1822963.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2632.0]","[0, 0]","[0, 0]","[1.0, 1846.0]","[0, 0]","[5, 133906.0]"
4499,5/lAQF4L4uhf4nwmUjfMttG1JY0jvRtjx0NQ9A==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 2047.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 1985.0]"
4500,X8Uc38Jsw7ntXAHPdz9Qfdlpz5AzZCBn8mQ14A==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 70172.0]"
4501,pZQLX9XGqygrtISykTsecJUwE+mT+2WDKerU5A==,"[0, 0]","[5.0, 4504.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 10244.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 6562.0]"
4502,oaKSP13vXY9w+uWJgAFiQrRJcZGSvTwdkXsHZQ==,"[0, 0]","[4.0, 5138.0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 26105.0]","[0, 0]","[6.0, 7757.0]","[0, 0]","[0, 0]","[1.0, 1143.0]","[0, 0]","[0, 0]","[6.0, 6079.0]","[0, 0]","[1, 1694.0]"
4503,NJI2KSWI/X8KvFjLwFmeEVhm1qisR71G9QT+8Q==,"[1.5, 7142.0]","[0, 0]","[3.0, 15034.0]","[3.0, 13152.0]","[0, 0]","[8.0, 37613.0]","[3.0, 44253.0]","[8.0, 171205.0]","[5.0, 23328.0]","[0, 0]","[2.0, 4270.0]","[0.5, 7228.0]","[4.0, 15046.0]","[4.0, 5456.0]","[1.0, 4633.0]","[9, 244313.0]"
4504,4JgzGKyvgGWFBnRe8Y7I54Fgl+8uNsWA6qY4qw==,"[0.5, 1769.0]","[0, 0]","[1.0, 28223.0]","[2.0, 104199.0]","[0, 0]","[17.5, 306676.0]","[1.0, 30108.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 747.0]","[1.0, 11820.0]","[0, 0]","[0, 0]","[0, 0]","[9, 112157.0]"
4505,wyCWtcdBkOaZz1pUSUyz1ySXpfFvM6G/PnyXuw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[5.0, 571647.0]","[0, 0]","[4.0, 519557.0]","[0, 0]","[0, 0]","[1.0, 36202.0]","[0, 0]","[0, 0]","[1.0, 24303.0]","[0, 0]","[2, 38529.0]"
4506,FsKrgxBOfwF99F5HMGZBpXnybbOBL5DMjPp04g==,"[3.0, 1979.0]","[1.0, 986.0]","[0, 0]","[3.5, 31274.5]","[0, 0]","[12.0, 8481.0]","[0, 0]","[6.0, 4627.0]","[1.0, 613.0]","[0, 0]","[0, 0]","[4.5, 3486.5]","[3.0, 1942.0]","[2.0, 1258.0]","[0, 0]","[5, 4629.0]"
4507,lsogWNaEJSylDEvlEfblhvMRHwNbyNqX/59sVw==,"[0, 0]","[0, 0]","[0, 0]","[1.0, 13235.0]","[0, 0]","[2.0, 51929.0]","[0, 0]","[4.0, 194450.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 37274.0]","[1, 28457.0]"
4508,FZkrnheXaA2TuSHXhE67pVnhcEx0LNuSY0V1UQ==,"[0, 0]","[1.0, 915.0]","[0, 0]","[0, 0]","[0, 0]","[4.0, 156047.0]","[0, 0]","[2.0, 70346.0]","[0, 0]","[1.0, 31386.0]","[2.0, 73018.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 87315.0]"
4509,29dwKTTmDl2XWVFU1uhr8sMCM4QG7ohgXhaTkQ==,"[1.0, 18265.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 97294.0]","[0, 0]","[0, 0]","[2.0, 3254.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 118780.0]"
4510,zjUi/4ngDBe1L1Vqj2Ie7fSsColbX5v2tpKadQ==,"[0, 0]","[0, 0]","[0, 0]","[3.0, 77256.0]","[1.0, 69574.0]","[28.0, 707422.0]","[0, 0]","[15.0, 300240.0]","[0, 0]","[2.0, 62365.0]","[3.0, 22784.0]","[2.0, 26577.0]","[1.0, 67083.0]","[0, 0]","[0, 0]","[11, 278496.0]"
4511,BAVBDU4E+m3hjKKjPHqZGM/0oJS3Nxb7P6gNAg==,"[1.0, 1197.0]","[0, 0]","[1.0, 1074.0]","[0, 0]","[1.0, 652.0]","[1.0, 848.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 16541.0]","[0, 0]","[2, 2283.0]"
4512,6rGgvW77gtU+VDL7QjLoDTtluYax7mZEao3aSQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 3694.0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1002.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
4513,F9XegsCs09utafqQoRyuyXxNZEuZ7dslkuusBg==,"[3.0, 1086.0]","[2.0, 1990.0]","[0, 0]","[1.0, 412.0]","[0, 0]","[7.0, 6645.0]","[1.0, 366.0]","[5.0, 6785.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1118.0]","[0, 0]","[3, 12671.0]"
4514,OaN6IHWWh9QNv33Pj73Ogyiquj6jvpYFesE3ZQ==,"[0, 0]","[1.0, 13501.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 147430.0]","[0, 0]","[0, 0]","[1, 37153.0]"
4515,921HyoiHV6IyrntOkVr6RRLqzweQY7augDYAQA==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 109124.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[4, 5237.0]"
4516,h7b3fn20UpGsvBF4NMuH27XKoAGr3PA9qgKOJg==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 3593.0]","[1.0, 555.0]","[1.0, 611.0]","[3.0, 23162.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 3471.0]"
4517,rNdPcl3lEBnKc+u/jgeT4ughpVCMRyGiJj54bg==,"[0, 0]","[0, 0]","[1.0, 2796.0]","[0, 0]","[0, 0]","[1.0, 2499.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 444.0]"
4518,OrNR4tkJrnw80P+usUIKZUWwQThLZ5s9iDSu9g==,"[7.0, 17760.0]","[19.0, 36241.0]","[5.0, 13001.0]","[4.0, 12708.0]","[8.0, 9861.0]","[18.0, 31907.0]","[3.0, 2941.0]","[17.0, 23536.0]","[4.0, 3893.0]","[11.0, 18650.0]","[10.0, 7125.0]","[2.0, 5018.0]","[5.0, 34722.0]","[15.0, 14550.0]","[0, 0]","[11, 9295.0]"
4519,m5v5ezih4MjPovrH+vvNXHDCVMXowSlbZJh8cQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 1221.0]","[0, 0]","[1, 1184.0]"
4520,1kOaWVWwogGItATfIuu9cmML55crY0BePffBqw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 21597.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 4347.0]","[0, 0]","[0, 0]","[0, 0]"
4521,ML5TitMEGPidHj7Ev2BhmzDuKOs6xkCuh2nAKA==,"[20.5, 101200.0]","[0, 0]","[6.0, 102065.0]","[15.0, 145498.0]","[4.0, 29817.0]","[14.0, 117804.5]","[1.0, 5035.0]","[0, 0]","[0, 0]","[7.0, 100486.0]","[7.0, 83241.0]","[3.5, 34413.5]","[3.0, 28628.0]","[11.0, 54347.0]","[0, 0]","[15, 108850.0]"
4522,0wPzNexGhz+KLMq7xw73j/Vw8G4Zx4EsnL8WgQ==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 51382.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1.0, 64343.0]","[1.0, 45193.0]","[0, 0]","[0, 0]","[5, 173051.0]"
4523,iFK3taeGENbs4m07JVqwR32cyhJteOX2HUw9NQ==,"[1.0, 121612.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[3.0, 54819.0]","[0, 0]","[3.0, 21131.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 1502.0]","[0, 0]","[4, 14453.0]"
4524,lvaMPqx+D53u9IWYHC024t8zdnGNl45PQlZNmw==,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2.0, 1558.0]","[0, 0]","[0, 0]","[1.0, 1237.0]","[0, 0]","[2.0, 54408.0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 91013.0]"
